pelanggan_id,nama_pelanggan,kota,tanggal_daftar,segmen
P00903,Vina Puspita,Yogyakarta,2024-12-31,Reguler
P00904,Budi Aditya,Bekasi,2023-11-20,Reguler
P00905,Okta Hartono,Denpasar,2025-06-13,Reguler
P00906,Dewi Pratama,Denpasar,2023-02-16,Reguler
P00907,Zaki Wijaya,Bekasi,2023-02-04,Reguler
P00908,Hesti Pratama,Semarang,2023-04-24,Reguler
P00909,Naufal Permana,Jakarta Selatan,2025-08-01,Reguler
P00910,Vina Rahayu,Bandung,2023-12-26,Member
P00911,Indra Nugroho,Depok,2023-04-15,Reguler
P00912,Udin Puspita,Depok,2024-11-21,Member
P00913,Lukman Maulana,Semarang,2023-12-26,Reguler
P00914,Galih Puspita,Surabaya,2023-05-18,Member
P00915,Kirana Kusuma,Bandung,2024-04-04,Reguler
P00916,Kirana Pratama,Denpasar,2023-12-26,Member
P00917,Citra Puspita,Makassar,2025-03-23,Member
P00918,Bayu Firmansyah,Yogyakarta,2023-12-31,Reguler
P00919,Joko Wijaya,Makassar,2025-04-13,Premium
P00920,Sari Firmansyah,Semarang,2024-02-11,Member
P00921,Budi Pratama,Surabaya,2023-09-18,Reguler
P00922,Rangga Wijaya,Semarang,2023-10-29,Reguler
P00923,Bayu Kusuma,Surabaya,2023-02-02,Premium
P00924,Lestari Santoso,Jakarta Barat,2025-06-10,Reguler
P00925,Naufal Gunawan,Jakarta Selatan,2023-08-01,Member
P00926,Galih Permana,Malang,2023-02-07,Reguler
P00927,Gita Setiawan,Makassar,2024-11-06,Member
P00928,Budi Pratama,Surabaya,2024-04-24,Premium
P00929,Zaki Aditya,Bandung,2023-09-24,Reguler
P00930,Mila Aditya,Jakarta Selatan,2023-03-04,Reguler
P00931,Jihan Hartono,Depok,2024-02-20,Member
P00932,Wahyu Halim,Makassar,2025-03-18,Reguler
P00933,Putri Firmansyah,Jakarta Selatan,2024-05-10,Member
P00934,Oki Lestari,Bandung,2023-10-02,Reguler
P00935,Okta Ramadhan,Semarang,2023-12-08,Reguler
P00936,Udin Rahayu,Jakarta Selatan,2023-07-09,Member
P00937,Jihan Halim,Depok,2025-07-25,Member
P00938,Naufal Santoso,Denpasar,2025-08-28,Reguler
P00939,Zaki Lestari,Depok,2025-03-20,Member
P00940,Lukman Maulana,Depok,2025-09-14,Reguler
P00941,Gita Setiawan,Yogyakarta,2024-11-16,Member
P00942,Farah Aditya,Jakarta Selatan,2024-11-12,Reguler
P00943,Kirana Aditya,Bandung,2024-11-22,Reguler
P00944,Jihan Santoso,Jakarta Barat,2024-12-18,Reguler
P00945,Zaki Setiawan,Surabaya,2024-07-17,Reguler
P00946,Wahyu Kusuma,Bekasi,2024-11-27,Reguler
P00947,Farah Suryani,Surabaya,2025-03-14,Reguler
P00948,Oki Ramadhan,Bekasi,2025-01-31,Reguler
P00949,Citra Suryani,Malang,2023-01-20,Reguler
P00950,Dewi Rahayu,Denpasar,2025-04-16,Reguler
P00951,Yanti Anggraini,Yogyakarta,2023-03-02,Reguler
P00952,Tono Aditya,Jakarta Barat,2025-08-07,Member
P00953,Okta Nugroho,Bandung,2025-04-27,Reguler
P00954,Irfan Puspita,Jakarta Barat,2024-06-23,Reguler
P00955,Maya Pratama,Bandung,2023-09-04,Reguler
P00956,Gita Lestari,Yogyakarta,2024-07-17,Member
P00957,Kartika Santoso,Makassar,2024-04-18,Reguler
P00958,Jihan Lestari,Jakarta Barat,2024-06-02,Premium
P00959,Okta Suryani,Depok,2023-10-11,Reguler
P00960,Hesti Setiawan,Makassar,2023-07-14,Reguler
P00961,Nanda Setiawan,Jakarta Barat,2023-02-27,Member
P00962,Vina Permana,Depok,2023-11-10,Reguler
P00963,Maya Lestari,Makassar,2023-09-12,Member
P00964,Wahyu Nugroho,Yogyakarta,2023-06-13,Reguler
P00965,Joko Wijaya,Surabaya,2024-09-20,Member
P00966,Kartika Rahayu,Bekasi,2025-01-09,Member
P00967,Zaki Saputra,Depok,2023-08-08,Reguler
P00968,Sari Maulana,Bekasi,2025-07-18,Reguler
P00969,Irfan Halim,Depok,2025-05-13,Reguler
P00970,Citra Halim,Jakarta Selatan,2023-11-24,Reguler
P00971,Gita Rahayu,Denpasar,2023-10-28,Reguler
P00972,Bayu Maulana,Surabaya,2024-05-08,Reguler
P00973,Jihan Anggraini,Bekasi,2023-04-16,Reguler
P00974,Irfan Saputra,Bandung,2025-03-04,Reguler
P00975,Galih Saputra,Jakarta Selatan,2024-06-24,Reguler
P00976,Jihan Wijaya,Yogyakarta,2024-06-06,Reguler
P00977,Vina Lestari,Semarang,2024-02-28,Member
P00978,Mila Rahayu,Makassar,2024-11-24,Reguler
P00979,Wahyu Maulana,Jakarta Barat,2025-08-11,Reguler
P00980,Sari Wijaya,Bandung,2023-10-08,Member
P00981,Tono Nugroho,Bekasi,2024-06-11,Reguler
P00982,Oki Saputra,Jakarta Barat,2023-03-26,Reguler
P00983,Vina Halim,Makassar,2023-05-30,Member
P00984,Dian Setiawan,Bekasi,2023-01-22,Premium
P00985,Bayu Maulana,Tangerang Selatan,2025-03-11,Reguler
P00986,Dian Wijaya,Semarang,2024-12-31,Reguler
P00987,Citra Gunawan,Jakarta Barat,2023-08-18,Reguler
P00988,Irfan Ramadhan,Denpasar,2024-08-28,Member
P00989,Maya Ramadhan,Jakarta Barat,2023-09-04,Premium
P00990,Adi Ramadhan,Jakarta Barat,2025-08-31,Reguler
P00991,Maya Lestari,Bekasi,2025-08-27,Reguler
P00992,Fajar Rahayu,Tangerang Selatan,2025-07-05,Member
P00993,Naufal Lestari,Jakarta Barat,2024-06-29,Reguler
P00994,Wahyu Kusuma,Surabaya,2023-08-31,Reguler
P00995,Putri Wijaya,Bekasi,2025-08-30,Member
P00996,Kirana Anggraini,Bandung,2025-01-22,Member
P00997,Yanti Setiawan,Jakarta Barat,2023-05-23,Premium
P00998,Wahyu Maulana,Jakarta Selatan,2025-01-10,Reguler
P00999,Hana Rahayu,Semarang,2025-04-07,Member
P01000,Rangga Aditya,Bekasi,2024-05-25,Member
P01001,Yanti Aditya,Jakarta Selatan,2025-08-03,Reguler
P01002,Jihan Nugroho,Depok,2023-06-29,Reguler
P01003,Lestari Setiawan,Jakarta Selatan,2024-10-05,Reguler
P01004,Dian Wijaya,Jakarta Selatan,2024-12-09,Reguler
P01005,Oki Rahayu,Tangerang Selatan,2023-11-18,Member
P01006,Joko Rahayu,Makassar,2025-06-15,Reguler
P01007,Tono Suryani,Jakarta Barat,2023-09-19,Premium
P01008,Oki Setiawan,Jakarta Selatan,2023-08-27,Reguler
P01009,Dian Hartono,Depok,2025-05-04,Reguler
P01010,Yanti Saputra,Makassar,2023-11-23,Reguler
P01011,Udin Wijaya,Yogyakarta,2023-11-19,Member
P01012,Dian Halim,Semarang,2023-02-09,Member
P01013,Indra Pratama,Bekasi,2023-02-26,Member
P01014,Kartika Kusuma,Malang,2024-08-13,Member
P01015,Lukman Pratama,Surabaya,2025-06-08,Member
P01016,Farah Puspita,Surabaya,2025-06-29,Reguler
P01017,Hana Aditya,Bandung,2024-11-30,Reguler
P01018,Eka Gunawan,Surabaya,2023-07-05,Reguler
P01019,Kartika Pratama,Bandung,2025-07-05,Premium
P01020,Lukman Santoso,Bekasi,2024-06-28,Member
P01021,Farah Kusuma,Depok,2023-06-11,Reguler
P01022,Galih Nugroho,Jakarta Selatan,2025-01-05,Member
P01023,Dian Lestari,Semarang,2023-11-08,Reguler
P01024,Dian Nugroho,Jakarta Barat,2025-03-09,Reguler
P01025,Udin Gunawan,Depok,2024-10-03,Member
P01026,Bayu Suryani,Depok,2023-04-05,Reguler
P01027,Joko Kusuma,Semarang,2025-07-06,Member
P01028,Putri Anggraini,Semarang,2025-07-24,Reguler
P01029,Wahyu Permana,Bandung,2024-09-09,Reguler
P01030,Joko Ramadhan,Depok,2023-12-28,Reguler
P01031,Hana Hartono,Surabaya,2024-04-05,Member
P01032,Hesti Nugroho,Malang,2025-07-26,Reguler
P01033,Fajar Gunawan,Surabaya,2023-04-18,Reguler
P01034,Wahyu Ramadhan,Denpasar,2024-09-19,Member
P01035,Sari Halim,Jakarta Barat,2023-10-02,Reguler
P01036,Hana Anggraini,Makassar,2025-04-14,Reguler
P01037,Kartika Maulana,Depok,2023-02-06,Reguler
P01038,Hana Ramadhan,Surabaya,2024-01-14,Member
P01039,Adi Santoso,Jakarta Selatan,2023-02-10,Reguler
P01040,Rangga Halim,Depok,2023-12-15,Reguler
P01041,Oki Lestari,Jakarta Selatan,2025-01-07,Member
P01042,Jihan Halim,Jakarta Selatan,2023-08-02,Member
P01043,Udin Hartono,Semarang,2024-08-26,Reguler
P01044,Okta Kusuma,Depok,2025-04-15,Reguler
P01045,Citra Kusuma,Jakarta Selatan,2025-06-10,Reguler
P01046,Rangga Saputra,Bekasi,2024-01-22,Reguler
P01047,Irfan Lestari,Jakarta Barat,2023-03-15,Reguler
P01048,Galih Santoso,Jakarta Selatan,2023-12-24,Reguler
P01049,Okta Anggraini,Makassar,2024-01-30,Member
P01050,Eka Setiawan,Bekasi,2024-11-05,Member
P01051,Dewi Santoso,Bandung,2023-12-22,Reguler
P01052,Eka Puspita,Bandung,2024-10-31,Reguler
P01053,Okta Kusuma,Jakarta Barat,2023-04-08,Reguler
P01054,Nanda Kusuma,Jakarta Selatan,2023-08-18,Reguler
P01055,Lestari Kusuma,Jakarta Selatan,2024-12-21,Reguler
P01056,Maya Kusuma,Yogyakarta,2023-12-08,Member
P01057,Eka Halim,Tangerang Selatan,2023-11-13,Premium
P01058,Yanti Puspita,Surabaya,2025-08-10,Premium
P01059,Gita Hartono,Depok,2023-08-19,Premium
P01060,Hesti Permana,Jakarta Barat,2025-05-01,Reguler
P01061,Gita Permana,Depok,2023-03-31,Reguler
P01062,Zaki Halim,Yogyakarta,2025-06-18,Member
P01063,Putri Nugroho,Jakarta Selatan,2024-10-01,Member
P01064,Gita Suryani,Jakarta Barat,2024-11-09,Reguler
P01065,Lestari Hartono,Bekasi,2023-09-28,Reguler
P01066,Lestari Suryani,Jakarta Barat,2025-02-04,Member
P01067,Oki Aditya,Jakarta Barat,2025-09-02,Reguler
P01068,Dewi Santoso,Surabaya,2023-01-23,Member
P01069,Joko Firmansyah,Jakarta Selatan,2024-07-15,Member
P01070,Dian Ramadhan,Surabaya,2023-07-17,Member
P01071,Hana Gunawan,Depok,2023-09-09,Reguler
P01072,Hesti Hartono,Tangerang Selatan,2023-04-09,Premium
P01073,Galih Ramadhan,Depok,2024-02-26,Reguler
P01074,Budi Aditya,Bandung,2023-08-02,Reguler
P01075,Fajar Ramadhan,Jakarta Barat,2023-09-15,Premium
P01076,Oki Kusuma,Semarang,2024-10-25,Member
P01077,Budi Kusuma,Yogyakarta,2025-09-04,Reguler
P01078,Kirana Nugroho,Bekasi,2023-12-15,Reguler
P01079,Yanti Permana,Jakarta Selatan,2023-08-05,Member
P01080,Bayu Halim,Tangerang Selatan,2024-03-30,Reguler
P01081,Farah Anggraini,Surabaya,2023-11-04,Reguler
P01082,Rangga Suryani,Jakarta Selatan,2024-04-22,Reguler
P01083,Tono Maulana,Jakarta Barat,2025-05-24,Reguler
P01084,Okta Suryani,Surabaya,2024-08-11,Member
P01085,Wahyu Lestari,Malang,2023-03-16,Reguler
P01086,Zaki Ramadhan,Semarang,2024-01-21,Reguler
P01087,Vina Santoso,Surabaya,2025-08-20,Reguler
P01088,Bayu Santoso,Tangerang Selatan,2024-11-14,Member
P01089,Oki Halim,Denpasar,2025-01-20,Reguler
P01090,Eka Puspita,Surabaya,2024-06-30,Reguler
P01091,Budi Kusuma,Jakarta Barat,2023-02-21,Reguler
P01092,Oki Ramadhan,Malang,2024-12-15,Member
P01093,Lestari Permana,Bandung,2024-11-07,Reguler
P01094,Rangga Gunawan,Jakarta Barat,2025-08-15,Member
P01095,Kartika Wijaya,Jakarta Barat,2024-07-11,Member
P01096,Lestari Saputra,Makassar,2023-08-12,Member
P01097,Putri Halim,Bekasi,2025-09-25,Reguler
P01098,Nanda Setiawan,Yogyakarta,2025-05-31,Member
P01099,Bayu Saputra,Bandung,2024-10-24,Reguler
P01100,Gita Lestari,Depok,2023-02-04,Reguler
P01101,Vina Pratama,Bandung,2024-07-26,Member
P01102,Lestari Halim,Bekasi,2023-01-23,Member
P01103,Oki Aditya,Semarang,2024-11-11,Reguler
P01104,Kirana Kusuma,Jakarta Barat,2023-02-06,Reguler
P01105,Citra Puspita,Jakarta Selatan,2023-06-19,Member
P01106,Hesti Saputra,Semarang,2025-06-21,Reguler
P01107,Indra Anggraini,Jakarta Selatan,2023-01-20,Reguler
P01108,Zaki Wijaya,Jakarta Barat,2023-12-07,Reguler
P01109,Yanti Aditya,Surabaya,2023-06-23,Premium
P01110,Indra Pratama,Yogyakarta,2025-05-15,Member
P01111,Irfan Ramadhan,Tangerang Selatan,2024-11-24,Reguler
P01112,Jihan Puspita,Depok,2025-01-27,Member
P01113,Sari Hartono,Yogyakarta,2025-08-30,Member
P01114,Yanti Aditya,Makassar,2023-11-26,Reguler
P01115,Maya Nugroho,Bandung,2025-03-23,Member
P01116,Mila Kusuma,Denpasar,2025-09-05,Reguler
P01117,Sari Maulana,Jakarta Selatan,2024-09-10,Member
P01118,Okta Setiawan,Bandung,2024-04-28,Reguler
P01119,Hesti Santoso,Surabaya,2025-04-19,Reguler
P01120,Bayu Suryani,Denpasar,2025-02-22,Reguler
P01121,Galih Setiawan,Bandung,2023-07-12,Member
P01122,Vina Ramadhan,Jakarta Selatan,2025-02-14,Reguler
P01123,Vina Gunawan,Tangerang Selatan,2025-03-31,Member
P01124,Putri Ramadhan,Semarang,2023-02-02,Member
P01125,Hana Pratama,Bandung,2024-09-03,Reguler
P01126,Gita Halim,Bandung,2023-08-24,Reguler
P01127,Sari Maulana,Jakarta Barat,2025-06-19,Reguler
P01128,Dian Maulana,Surabaya,2025-03-01,Reguler
P01129,Jihan Puspita,Surabaya,2023-02-26,Reguler
P01130,Eka Lestari,Surabaya,2024-06-04,Member
P01131,Putri Hartono,Bandung,2025-02-24,Reguler
P01132,Dewi Wijaya,Yogyakarta,2023-04-19,Reguler
P01133,Dian Hartono,Depok,2024-07-24,Member
P01134,Fajar Aditya,Jakarta Selatan,2024-09-09,Reguler
P01135,Mila Rahayu,Yogyakarta,2025-08-07,Reguler
P01136,Galih Suryani,Semarang,2023-08-08,Reguler
P01137,Hesti Aditya,Semarang,2024-06-05,Reguler
P01138,Lestari Maulana,Bandung,2023-11-19,Reguler
P01139,Hesti Firmansyah,Semarang,2025-07-30,Member
P01140,Indra Wijaya,Jakarta Selatan,2025-02-26,Reguler
P01141,Dewi Wijaya,Bekasi,2024-07-20,Member
P01142,Irfan Gunawan,Depok,2025-01-21,Reguler
P01143,Hana Aditya,Bandung,2024-06-23,Premium
P01144,Joko Pratama,Tangerang Selatan,2025-07-09,Reguler
P01145,Eka Saputra,Tangerang Selatan,2024-08-10,Reguler
P01146,Dian Permana,Tangerang Selatan,2023-04-16,Reguler
P01147,Sari Permana,Tangerang Selatan,2024-05-20,Reguler
P01148,Gita Gunawan,Jakarta Barat,2024-06-06,Reguler
P01149,Yanti Aditya,Jakarta Selatan,2025-07-29,Premium
P01150,Adi Firmansyah,Bandung,2024-07-17,Member
P01151,Jihan Halim,Surabaya,2024-12-15,Reguler
P01152,Naufal Nugroho,Bekasi,2023-12-06,Reguler
P01153,Sari Hartono,Malang,2024-04-30,Member
P01154,Budi Halim,Tangerang Selatan,2024-05-10,Reguler
P01155,Citra Pratama,Tangerang Selatan,2023-06-29,Member
P01156,Tono Maulana,Surabaya,2025-03-30,Premium
P01157,Adi Ramadhan,Jakarta Selatan,2025-05-02,Reguler
P01158,Lukman Rahayu,Bekasi,2024-06-06,Member
P01159,Gita Halim,Tangerang Selatan,2023-04-18,Member
P01160,Gita Firmansyah,Bekasi,2024-11-12,Reguler
P01161,Adi Lestari,Bandung,2023-05-21,Premium
P01162,Vina Rahayu,Jakarta Barat,2023-09-07,Reguler
P01163,Fajar Setiawan,Surabaya,2025-06-29,Reguler
P01164,Maya Suryani,Bandung,2025-08-30,Member
P01165,Bayu Wijaya,Denpasar,2025-03-04,Reguler
P01166,Budi Wijaya,Bekasi,2025-03-29,Reguler
P01167,Irfan Aditya,Surabaya,2023-06-25,Member
P01168,Adi Suryani,Jakarta Selatan,2023-01-21,Reguler
P01169,Indra Puspita,Semarang,2023-11-29,Reguler
P01170,Udin Wijaya,Bekasi,2025-01-22,Member
P01171,Jihan Santoso,Yogyakarta,2025-09-04,Reguler
P01172,Fajar Lestari,Surabaya,2024-03-17,Premium
P01173,Adi Maulana,Malang,2023-12-14,Reguler
P01174,Putri Santoso,Yogyakarta,2024-04-15,Member
P01175,Joko Hartono,Bandung,2025-02-21,Reguler
P01176,Udin Saputra,Tangerang Selatan,2024-03-31,Reguler
P01177,Hana Puspita,Bandung,2024-03-16,Reguler
P01178,Adi Setiawan,Jakarta Selatan,2023-01-19,Reguler
P01179,Eka Wijaya,Jakarta Barat,2024-08-26,Member
P01180,Mila Maulana,Jakarta Barat,2024-01-23,Reguler
P01181,Eka Firmansyah,Bekasi,2023-08-24,Reguler
P01182,Vina Suryani,Bekasi,2024-12-29,Premium
P01183,Zaki Halim,Tangerang Selatan,2023-01-30,Reguler
P01184,Jihan Kusuma,Bekasi,2023-08-09,Member
P01185,Okta Kusuma,Denpasar,2024-09-04,Member
P01186,Tono Pratama,Semarang,2025-03-31,Member
P01187,Irfan Gunawan,Jakarta Barat,2024-06-10,Member
P01188,Oki Saputra,Malang,2024-10-27,Reguler
P01189,Tono Setiawan,Denpasar,2023-05-04,Member
P01190,Putri Pratama,Bekasi,2024-03-30,Premium
P01191,Eka Setiawan,Bekasi,2024-08-06,Member
P01192,Eka Suryani,Surabaya,2025-08-03,Member
P01193,Wahyu Firmansyah,Tangerang Selatan,2023-10-17,Reguler
P01194,Mila Hartono,Tangerang Selatan,2025-07-10,Reguler
P01195,Naufal Permana,Malang,2024-05-29,Reguler
P01196,Indra Firmansyah,Jakarta Selatan,2024-10-10,Reguler
P01197,Okta Ramadhan,Semarang,2024-08-21,Member
P01198,Citra Puspita,Surabaya,2025-09-25,Reguler
P01199,Kirana Ramadhan,Yogyakarta,2023-12-24,Premium
P01200,Fajar Halim,Semarang,2025-04-08,Member
P01201,Galih Saputra,Jakarta Selatan,2023-01-14,Reguler
P01202,Vina Santoso,Jakarta Selatan,2024-07-05,Reguler
P01203,Lukman Pratama,Bekasi,2024-09-22,Member
P01204,Mila Gunawan,Jakarta Barat,2024-03-08,Reguler
P01205,Farah Aditya,Jakarta Selatan,2023-09-22,Reguler
P01206,Tono Wijaya,Denpasar,2024-12-27,Member
P01207,Hesti Gunawan,Depok,2024-10-10,Reguler
P01208,Rangga Santoso,Semarang,2023-07-31,Reguler
P01209,Okta Firmansyah,Tangerang Selatan,2023-11-03,Member
P01210,Bayu Nugroho,Semarang,2023-08-25,Reguler
P01211,Dewi Aditya,Tangerang Selatan,2023-08-14,Member
P01212,Bayu Ramadhan,Jakarta Selatan,2025-05-23,Reguler
P01213,Maya Pratama,Bekasi,2023-08-28,Member
P01214,Nanda Gunawan,Yogyakarta,2025-07-16,Member
P01215,Fajar Pratama,Bekasi,2023-03-26,Reguler
P01216,Kartika Suryani,Depok,2023-01-07,Reguler
P01217,Bayu Puspita,Denpasar,2024-06-08,Member
P01218,Hana Suryani,Makassar,2024-04-30,Member
P01219,Kirana Gunawan,Surabaya,2025-09-13,Member
P01220,Indra Halim,Jakarta Selatan,2024-02-07,Member
P01221,Citra Nugroho,Yogyakarta,2023-11-24,Member
P01222,Lestari Wijaya,Jakarta Selatan,2024-07-01,Member
P01223,Kirana Rahayu,Tangerang Selatan,2024-01-05,Reguler
P01224,Bayu Saputra,Malang,2024-05-18,Reguler
P01225,Bayu Santoso,Yogyakarta,2025-05-17,Member
P01226,Rangga Hartono,Makassar,2024-06-23,Reguler
P01227,Dian Pratama,Bandung,2023-10-06,Reguler
P01228,Mila Gunawan,Makassar,2024-06-16,Reguler
P01229,Sari Saputra,Semarang,2023-07-03,Member
P01230,Dewi Aditya,Jakarta Selatan,2024-03-03,Reguler
P01231,Lestari Firmansyah,Jakarta Selatan,2024-03-26,Member
P01232,Lukman Pratama,Jakarta Barat,2023-03-18,Reguler
P01233,Indra Aditya,Semarang,2023-12-15,Member
P01234,Hesti Kusuma,Jakarta Selatan,2023-07-22,Member
P01235,Kartika Halim,Depok,2025-09-04,Reguler
P01236,Kartika Hartono,Jakarta Barat,2023-06-08,Reguler
P01237,Rangga Setiawan,Surabaya,2024-04-30,Premium
P01238,Adi Anggraini,Depok,2025-08-03,Reguler
P01239,Hesti Setiawan,Malang,2025-06-15,Premium
P01240,Lestari Kusuma,Semarang,2025-01-28,Reguler
P01241,Vina Wijaya,Surabaya,2025-06-07,Reguler
P01242,Irfan Wijaya,Bandung,2023-03-25,Member
P01243,Irfan Kusuma,Yogyakarta,2023-04-20,Reguler
P01244,Fajar Halim,Jakarta Barat,2025-04-28,Member
P01245,Lukman Permana,Surabaya,2025-09-12,Reguler
P01246,Wahyu Santoso,Yogyakarta,2025-01-12,Reguler
P01247,Kirana Nugroho,Surabaya,2024-08-15,Member
P01248,Hana Kusuma,Jakarta Selatan,2024-01-30,Member
P01249,Adi Halim,Jakarta Barat,2025-02-19,Premium
P01250,Citra Maulana,Tangerang Selatan,2023-05-28,Reguler
P01251,Sari Aditya,Depok,2023-08-31,Reguler
P01252,Adi Setiawan,Bandung,2024-09-09,Member
P01253,Citra Puspita,Denpasar,2025-02-22,Member
P01254,Naufal Wijaya,Surabaya,2023-07-14,Member
P01255,Sari Rahayu,Depok,2023-12-06,Reguler
P01256,Irfan Setiawan,Denpasar,2025-03-11,Reguler
P01257,Adi Suryani,Depok,2024-01-27,Member
P01258,Kirana Ramadhan,Surabaya,2023-12-20,Reguler
P01259,Joko Aditya,Bandung,2023-08-04,Reguler
P01260,Jihan Firmansyah,Jakarta Barat,2025-03-25,Premium
P01261,Zaki Halim,Tangerang Selatan,2024-07-22,Premium
P01262,Hesti Lestari,Surabaya,2023-03-24,Premium
P01263,Indra Anggraini,Surabaya,2025-09-17,Reguler
P01264,Vina Suryani,Jakarta Selatan,2025-08-29,Member
P01265,Hana Anggraini,Surabaya,2024-01-05,Reguler
P01266,Hesti Nugroho,Malang,2023-12-24,Reguler
P01267,Vina Kusuma,Makassar,2024-12-30,Member
P01268,Tono Nugroho,Bandung,2025-06-06,Reguler
P01269,Lestari Kusuma,Semarang,2023-11-14,Member
P01270,Rangga Santoso,Bekasi,2024-01-18,Premium
P01271,Kartika Gunawan,Surabaya,2023-07-03,Reguler
P01272,Tono Permana,Bandung,2024-05-14,Premium
P01273,Yanti Lestari,Jakarta Selatan,2025-04-29,Reguler
P01274,Lukman Wijaya,Surabaya,2024-03-13,Reguler
P01275,Putri Kusuma,Yogyakarta,2024-06-29,Member
P01276,Fajar Setiawan,Jakarta Selatan,2024-11-30,Member
P01277,Jihan Maulana,Jakarta Selatan,2024-02-15,Reguler
P01278,Lukman Pratama,Denpasar,2024-04-14,Member
P01279,Dian Saputra,Tangerang Selatan,2024-09-05,Premium
P01280,Wahyu Ramadhan,Depok,2024-04-13,Reguler
P01281,Hesti Pratama,Tangerang Selatan,2025-08-25,Premium
P01282,Udin Suryani,Makassar,2024-08-01,Member
P01283,Galih Setiawan,Bandung,2023-07-31,Member
P01284,Wahyu Halim,Bekasi,2025-01-07,Reguler
P01285,Dian Lestari,Denpasar,2025-03-14,Reguler
P01286,Nanda Suryani,Semarang,2024-04-07,Reguler
P01287,Lestari Nugroho,Jakarta Barat,2025-01-12,Reguler
P01288,Fajar Nugroho,Surabaya,2023-12-24,Reguler
P01289,Galih Aditya,Depok,2025-04-21,Reguler
P01290,Kartika Permana,Bekasi,2024-11-20,Member
P01291,Wahyu Permana,Depok,2025-04-30,Reguler
P01292,Citra Anggraini,Makassar,2024-03-08,Reguler
P01293,Bayu Puspita,Depok,2024-08-27,Member
P01294,Rangga Nugroho,Tangerang Selatan,2025-01-31,Reguler
P01295,Citra Hartono,Surabaya,2024-03-18,Reguler
P01296,Bayu Nugroho,Tangerang Selatan,2024-11-09,Reguler
P01297,Jihan Anggraini,Bandung,2023-10-30,Member
P01298,Lestari Rahayu,Makassar,2024-10-25,Reguler
P01299,Indra Maulana,Surabaya,2024-05-13,Reguler
P01300,Vina Permana,Jakarta Selatan,2025-05-26,Reguler
P01301,Jihan Firmansyah,Bekasi,2024-02-15,Member
P01302,Kirana Ramadhan,Malang,2024-11-17,Reguler
P01303,Hesti Aditya,Denpasar,2023-10-29,Reguler
P01304,Oki Hartono,Depok,2024-03-18,Member
P01305,Bayu Pratama,Jakarta Selatan,2025-03-17,Member
P01306,Joko Aditya,Denpasar,2023-01-31,Reguler
P01307,Hesti Kusuma,Makassar,2025-04-09,Member
P01308,Vina Hartono,Surabaya,2023-01-06,Premium
P01309,Dewi Wijaya,Semarang,2023-01-28,Member
P01310,Kartika Halim,Bandung,2025-07-11,Reguler
P01311,Vina Halim,Surabaya,2024-10-17,Reguler
P01312,Dian Lestari,Surabaya,2023-08-18,Reguler
P01313,Eka Santoso,Semarang,2024-03-16,Member
P01314,Mila Setiawan,Bekasi,2023-09-02,Reguler
P01315,Udin Saputra,Semarang,2024-02-13,Member
P01316,Bayu Nugroho,Surabaya,2023-03-06,Reguler
P01317,Okta Maulana,Jakarta Barat,2023-02-03,Reguler
P01318,Udin Halim,Denpasar,2023-08-30,Member
P01319,Jihan Lestari,Jakarta Selatan,2023-04-23,Member
P01320,Rangga Hartono,Jakarta Selatan,2025-07-19,Reguler
P01321,Dewi Permana,Jakarta Selatan,2023-11-09,Member
P01322,Putri Suryani,Semarang,2025-08-16,Reguler
P01323,Irfan Maulana,Bandung,2023-06-09,Member
P01324,Hesti Ramadhan,Jakarta Selatan,2024-12-12,Reguler
P01325,Maya Ramadhan,Yogyakarta,2023-12-20,Reguler
P01326,Lestari Suryani,Malang,2023-04-04,Member
P01327,Mila Santoso,Tangerang Selatan,2025-08-06,Member
P01328,Kirana Anggraini,Jakarta Selatan,2023-08-01,Premium
P01329,Citra Aditya,Tangerang Selatan,2025-01-23,Member
P01330,Eka Firmansyah,Jakarta Barat,2025-03-07,Member
P01331,Zaki Aditya,Jakarta Barat,2024-11-19,Reguler
P01332,Kartika Anggraini,Jakarta Selatan,2024-08-31,Reguler
P01333,Udin Puspita,Jakarta Selatan,2023-01-26,Premium
P01334,Adi Setiawan,Surabaya,2025-08-13,Reguler
P01335,Budi Gunawan,Surabaya,2023-01-07,Reguler
P01336,Mila Permana,Depok,2023-11-18,Reguler
P01337,Gita Suryani,Jakarta Selatan,2025-03-21,Member
P01338,Gita Setiawan,Semarang,2023-03-31,Premium
P01339,Tono Pratama,Bekasi,2024-07-18,Member
P01340,Hana Puspita,Malang,2024-01-14,Member
P01341,Naufal Anggraini,Yogyakarta,2024-07-07,Reguler
P01342,Dian Ramadhan,Jakarta Selatan,2024-04-24,Premium
P01343,Farah Rahayu,Semarang,2024-01-09,Reguler
P01344,Lukman Kusuma,Bandung,2025-08-16,Member
P01345,Citra Nugroho,Denpasar,2023-06-24,Member
P01346,Okta Nugroho,Malang,2023-09-13,Reguler
P01347,Dian Anggraini,Surabaya,2023-06-02,Reguler
P01348,Zaki Halim,Malang,2023-07-29,Reguler
P01349,Rangga Saputra,Denpasar,2023-03-08,Reguler
P01350,Wahyu Anggraini,Tangerang Selatan,2025-09-19,Reguler
P01351,Mila Maulana,Makassar,2024-02-05,Reguler
P01352,Kirana Puspita,Jakarta Selatan,2025-08-11,Member
P01353,Maya Ramadhan,Semarang,2025-04-03,Reguler
